median_income,housing_median_age,total_rooms,ocean_proximity,median_house_value
6.115,19.0,2500.0,0.0,3.156
6.0961,16.0,3400.0,0.0,2.955
6.8219,16.0,2745.0,0.0,3.255
5.7115,16.0,1532.0,0.0,3.139
6.8722,16.0,1998.0,0.0,3.261
4.4391,14.0,2635.0,0.0,3.067
4.2083,14.0,1800.0,0.0,2.51
7.9887,15.0,2099.0,0.0,3.28
3.631,5.0,623.0,0.0,2.25
6.9133,8.0,2032.0,0.0,2.741
7.7589,8.0,2098.0,0.0,3.429
4.6019,8.0,2440.0,0.0,2.425
5.2124,9.0,1567.0,0.0,1.996
7.2025,9.0,2435.0,0.0,2.75
7.4581,9.0,3279.0,0.0,2.966
5.1583,8.0,1964.0,0.0,1.922
6.0634,15.0,1834.0,0.0,2.343
4.6793,14.0,1750.0,0.0,2.368
7.2118,13.0,2636.0,0.0,3.115
4.0187,11.0,1994.0,0.0,2.356
5.7858,9.0,1633.0,0.0,2.659
8.735,10.0,2106.0,0.0,3.753
5.7759,5.0,2638.0,0.0,2.4
8.284,5.0,2487.0,0.0,3.025
6.7962,4.0,3345.0,0.0,3.291
2.4233,5.0,1256.0,0.0,4.5
4.5469,4.0,1545.0,0.0,5.00001
8.7974,4.0,1346.0,0.0,3.606
7.9187,3.0,3068.0,0.0,3.336
6.276,17.0,2895.0,0.0,2.907
4.1652,4.0,3226.0,0.0,1.845
6.1395,3.0,7105.0,0.0,3.58
4.5094,12.0,4329.0,0.0,1.602
6.5743,10.0,2815.0,0.0,2.787
7.8139,9.0,2153.0,0.0,3.047
8.1111,13.0,1939.0,0.0,3.798
7.5847,5.0,4050.0,0.0,3.757
5.5631,4.0,1646.0,0.0,2.278
7.3518,16.0,2207.0,0.0,3.312
4.6141,4.0,974.0,0.0,1.954
7.2074,3.0,8240.0,0.0,2.913
5.409,16.0,1663.0,0.0,2.339
6.3298,16.0,6259.0,0.0,2.471
6.2162,16.0,3114.0,0.0,2.832
7.1069,16.0,6339.0,0.0,3.134
4.4286,6.0,1593.0,0.0,2.395
5.2923,5.0,1549.0,0.0,1.94
5.1741,16.0,1416.0,0.0,2.277
6.5783,15.0,1875.0,0.0,2.448
8.7385,16.0,3067.0,0.0,3.4
3.3438,13.0,1161.0,0.0,3.333
4.1304,38.0,1757.0,0.0,4.333
7.866,36.0,2057.0,0.0,5.00001
10.9601,24.0,6258.0,0.0,5.00001
5.8371,35.0,2067.0,0.0,5.00001
3.7059,33.0,247.0,0.0,2.375
4.1591,41.0,2017.0,0.0,5.00001
2.2969,29.0,1421.0,0.0,4.5
3.821,39.0,5066.0,0.0,4.521
5.0907,21.0,8711.0,0.0,3.782
4.4464,29.0,3590.0,0.0,5.00001
6.7861,28.0,2024.0,0.0,4.991
4.8488,5.0,11976.0,0.0,1.944
3.875,16.0,20.0,0.0,4.5
2.5197,15.0,1010.0,0.0,3.5
3.7976,17.0,2634.0,0.0,2.75
6.5356,15.0,2355.0,0.0,2.728
5.3423,16.0,1574.0,0.0,2.917
6.3767,24.0,3930.0,0.0,2.69
4.0,16.0,2542.0,0.0,2.234
10.0757,16.0,1414.0,0.0,3.839
5.8752,20.0,2851.0,0.0,2.742
6.4238,24.0,4227.0,0.0,2.784
2.4132,11.0,6840.0,0.0,1.983
7.79,25.0,2267.0,0.0,5.00001
8.6001,15.0,3191.0,0.0,5.00001
10.1275,27.0,2278.0,0.0,5.00001
9.0519,21.0,4281.0,0.0,5.00001
7.9367,23.0,3166.0,0.0,5.00001
10.1989,17.0,2975.0,0.0,5.00001
10.3893,18.0,729.0,0.0,5.00001
7.5674,14.0,4340.0,0.0,5.00001
15.0001,13.0,5192.0,0.0,5.00001
5.3099,17.0,3095.0,0.0,5.00001
7.2217,28.0,3404.0,0.0,5.00001
6.9257,28.0,2250.0,0.0,4.664
4.1699,47.0,3090.0,0.0,3.737
3.2708,46.0,1033.0,0.0,3.847
3.053,50.0,1152.0,0.0,5.00001
7.9794,28.0,3085.0,0.0,4.261
8.4614,18.0,3224.0,0.0,3.919
10.6349,24.0,2105.0,0.0,5.00001
5.1837,32.0,3116.0,0.0,4.456
6.6178,44.0,1833.0,0.0,5.00001
5.5137,15.0,2874.0,0.0,1.618
5.6877,16.0,4134.0,0.0,2.314
5.5342,9.0,2499.0,0.0,1.823
3.1679,21.0,2322.0,0.0,1.1
2.8583,19.0,1144.0,0.0,1.058
2.395,25.0,3004.0,0.0,0.803
1.9,15.0,1362.0,0.0,1.625
2.7634,19.0,5777.0,0.0,0.869
4.8611,16.0,590.0,0.0,1.868
3.4706,16.0,1889.0,0.0,2.417
3.7422,16.0,2753.0,0.0,2.298
3.5625,17.0,2116.0,0.0,1.808
3.1779,17.0,2499.0,0.0,1.865
4.9,5.0,4944.0,0.0,2.556
3.2845,16.0,2270.0,0.0,2.276
2.6759,17.0,2612.0,0.0,1.206
3.6484,16.0,2371.0,0.0,3.226
2.3774,26.0,2283.0,0.0,0.743
3.5521,8.0,3329.0,0.0,2.298
2.3387,25.0,3011.0,0.0,0.748
2.5685,26.0,2033.0,0.0,0.804
2.49,26.0,2653.0,0.0,0.811
2.6848,26.0,3046.0,0.0,0.741
2.3438,26.0,2280.0,0.0,0.723
2.7601,25.0,1949.0,0.0,0.725
2.625,26.0,1021.0,0.0,0.806
3.1131,25.0,1321.0,0.0,0.771
4.1678,11.0,8039.0,0.0,1.909
4.5833,5.0,665.0,0.0,2.304
3.7857,5.0,1688.0,0.0,2.316
2.2262,4.0,1649.0,0.0,2.25
7.9217,4.0,1011.0,0.0,2.962
3.7875,9.0,638.0,0.0,1.875
4.1103,8.0,2149.0,0.0,2.504
6.4967,15.0,2460.0,0.0,3.875
8.1093,17.0,4477.0,0.0,4.104
6.3822,18.0,2105.0,0.0,3.625
4.1944,8.0,32.0,0.0,2.708
8.8693,8.0,4447.0,0.0,4.504
11.1121,15.0,3236.0,0.0,4.93
9.8589,18.0,1974.0,0.0,5.00001
11.0138,16.0,2404.0,0.0,4.421
12.3411,4.0,1741.0,0.0,5.00001
8.8742,31.0,5488.0,0.0,5.00001
6.6155,20.0,3212.0,0.0,5.00001
5.1155,35.0,1598.0,0.0,5.0
6.6544,44.0,2499.0,0.0,5.00001
5.2949,33.0,3120.0,0.0,5.00001
6.6265,30.0,1891.0,0.0,5.00001
4.498,34.0,3415.0,0.0,4.829
7.8164,36.0,1496.0,0.0,5.00001
4.0764,41.0,1521.0,0.0,5.00001
4.8,40.0,2790.0,0.0,5.00001
5.1048,37.0,2088.0,0.0,5.00001
7.2988,37.0,3355.0,4.0,5.00001
3.6538,25.0,2465.0,0.0,5.00001
3.5682,23.0,1808.0,0.0,5.00001
11.075,38.0,1232.0,0.0,5.00001
10.3682,37.0,1244.0,0.0,5.00001
10.3048,36.0,1025.0,0.0,5.00001
11.216,36.0,3082.0,0.0,5.00001
4.7024,21.0,9565.0,0.0,3.454
3.0625,24.0,1016.0,0.0,0.938
8.5574,16.0,3615.0,0.0,3.922
13.1738,19.0,2897.0,0.0,5.00001
6.3017,16.0,2413.0,0.0,3.5
6.0247,41.0,1790.0,0.0,5.00001
5.0,42.0,1301.0,0.0,5.00001
5.1923,44.0,2126.0,0.0,5.00001
5.6336,40.0,1639.0,0.0,5.00001
4.2222,45.0,1883.0,0.0,5.00001
3.4937,44.0,1469.0,0.0,5.00001
10.2849,26.0,3521.0,0.0,5.00001
5.4284,4.0,3618.0,0.0,5.00001
10.8289,9.0,6163.0,0.0,5.00001
15.0001,15.0,2209.0,0.0,5.00001
5.9055,24.0,4879.0,0.0,4.773
10.1454,26.0,4486.0,0.0,5.00001
3.1985,20.0,3442.0,0.0,1.063
6.1426,32.0,3556.0,0.0,4.507
3.2125,26.0,1632.0,0.0,4.55
7.1148,28.0,2370.0,0.0,5.00001
3.5426,26.0,6017.0,0.0,2.954
4.1372,33.0,3595.0,0.0,2.652
3.6042,13.0,1642.0,0.0,2.26
4.6808,24.0,4496.0,0.0,2.455
5.5422,32.0,2736.0,0.0,2.531
6.632,27.0,3310.0,0.0,4.411
3.9375,28.0,2466.0,0.0,3.398
5.2549,28.0,2043.0,0.0,2.618
4.4135,30.0,2196.0,0.0,2.723
2.625,24.0,885.0,0.0,2.179
3.4125,30.0,1634.0,0.0,2.841
2.2222,17.0,1328.0,0.0,2.768
3.9306,37.0,1998.0,0.0,2.684
5.0532,36.0,2017.0,0.0,3.109
4.8098,29.0,1652.0,0.0,3.254
3.6406,40.0,1958.0,0.0,3.261
2.7264,32.0,1901.0,0.0,3.111
4.9643,34.0,2479.0,0.0,3.179
4.9125,30.0,2071.0,0.0,3.357
3.1305,25.0,2224.0,0.0,2.688
2.8553,38.0,2222.0,0.0,3.076
3.5161,24.0,1562.0,0.0,2.364
3.5388,32.0,1122.0,0.0,4.07
5.2416,37.0,2038.0,0.0,4.713
7.8496,39.0,1469.0,0.0,4.908
6.5842,35.0,1821.0,0.0,4.585
5.9196,27.0,1797.0,0.0,5.00001
4.4063,32.0,1997.0,0.0,5.00001
9.2175,35.0,2426.0,0.0,5.00001
5.3369,18.0,1538.0,0.0,3.125
4.5658,33.0,1890.0,0.0,5.00001
5.6315,34.0,2125.0,0.0,4.846
6.5928,28.0,1765.0,0.0,4.391
6.0516,29.0,1496.0,0.0,5.00001
5.2333,34.0,959.0,4.0,4.714
3.8125,27.0,1806.0,0.0,3.667
7.0516,37.0,2204.0,0.0,5.00001
3.6607,25.0,1188.0,0.0,5.00001
5.6637,20.0,5476.0,0.0,2.221
4.4211,35.0,2133.0,0.0,2.152
2.7143,31.0,1291.0,0.0,1.854
2.6221,18.0,1867.0,0.0,2.72
2.5301,24.0,1395.0,0.0,1.929
3.0708,24.0,2539.0,0.0,1.887
1.6389,24.0,1097.0,0.0,2.25
2.7543,15.0,1707.0,0.0,1.778
5.8777,27.0,2489.0,0.0,3.588
6.0,27.0,891.0,0.0,3.815
4.6161,10.0,2766.0,0.0,2.263
3.9917,17.0,6745.0,0.0,2.716
4.1029,19.0,1589.0,0.0,2.134
2.75,5.0,949.0,0.0,2.25
3.4417,15.0,1309.0,0.0,1.825
3.5179,29.0,1253.0,0.0,2.25
2.1074,24.0,1494.0,0.0,1.813
0.9702,28.0,1087.0,0.0,2.254
4.1026,25.0,1679.0,0.0,2.115
3.184,20.0,1391.0,0.0,2.2
2.75,27.0,1283.0,0.0,2.75
4.8125,28.0,3397.0,0.0,2.446
8.1001,27.0,3512.0,0.0,3.365
8.1839,26.0,2552.0,0.0,3.67
5.5,16.0,2095.0,0.0,2.241
5.2732,15.0,2016.0,0.0,2.097
4.2036,34.0,2141.0,0.0,2.201
5.01,19.0,2602.0,0.0,2.638
6.4441,26.0,2822.0,0.0,2.61
4.4732,25.0,2017.0,0.0,2.456
5.069,33.0,2664.0,0.0,2.642
7.4056,26.0,4183.0,0.0,3.742
4.2071,14.0,6224.0,0.0,4.309
9.6062,18.0,2043.0,0.0,4.147
3.1483,26.0,5831.0,0.0,2.13
5.2815,30.0,2704.0,0.0,2.295
3.512,16.0,7961.0,0.0,2.184
4.8359,25.0,7060.0,0.0,2.492
6.1601,26.0,2507.0,0.0,2.661
5.0853,26.0,2905.0,0.0,2.603
6.6833,25.0,639.0,0.0,2.759
4.4625,32.0,3058.0,0.0,2.535
4.0341,26.0,5761.0,0.0,2.433
4.0417,14.0,2598.0,0.0,1.809
3.225,21.0,1708.0,0.0,1.938
3.1667,22.0,3568.0,0.0,1.61
6.6369,4.0,456.0,0.0,1.926
5.422,13.0,9947.0,0.0,3.166
3.7174,4.0,2337.0,0.0,2.75
3.3409,8.0,5278.0,0.0,1.813
5.2138,20.0,5330.0,0.0,2.331
3.152,21.0,1795.0,0.0,1.528
3.375,36.0,191.0,0.0,1.575
4.9148,16.0,3397.0,0.0,1.555
3.5326,13.0,1087.0,0.0,2.625
4.9153,17.0,3216.0,0.0,2.664
5.0956,21.0,3648.0,0.0,2.46
4.1,27.0,1596.0,0.0,1.849
3.5551,30.0,1739.0,0.0,1.852
3.1742,20.0,1738.0,0.0,2.45
5.4836,18.0,2135.0,0.0,2.258
3.4835,17.0,5122.0,0.0,1.167
5.3254,24.0,534.0,0.0,2.405
3.8029,16.0,1505.0,0.0,2.054
3.6875,36.0,443.0,0.0,1.375
4.5607,32.0,2436.0,0.0,1.821
4.3899,33.0,2613.0,0.0,1.807
3.2639,31.0,1171.0,0.0,1.552
4.65,25.0,4343.0,0.0,1.978
3.6618,23.0,2305.0,0.0,1.835
4.5726,32.0,1947.0,0.0,1.775
3.9844,38.0,1421.0,0.0,1.653
3.89,36.0,1910.0,0.0,1.7
6.1966,16.0,4208.0,0.0,2.605
4.7422,23.0,1422.0,0.0,2.024
4.5814,24.0,4365.0,0.0,2.333
6.2488,16.0,1917.0,0.0,2.52
6.2452,16.0,1591.0,0.0,2.663
6.3427,15.0,539.0,0.0,3.052
3.6505,16.0,3113.0,0.0,1.457
3.2386,13.0,1857.0,0.0,1.292
4.6483,12.0,4695.0,0.0,1.908
4.5757,15.0,2289.0,0.0,1.625
3.5694,31.0,1115.0,0.0,1.505
2.3333,31.0,1194.0,0.0,1.577
3.5902,39.0,3167.0,0.0,1.659
3.8421,37.0,2216.0,0.0,1.74
3.413,37.0,1429.0,0.0,1.506
3.5511,32.0,1461.0,0.0,1.591
2.4539,28.0,1499.0,0.0,1.15
2.4211,20.0,2572.0,0.0,1.75
3.1353,22.0,6072.0,0.0,1.214
3.3611,24.0,1752.0,0.0,1.346
3.2104,25.0,1818.0,0.0,1.125
2.6771,23.0,1818.0,0.0,1.315
1.8,5.0,187.0,0.0,1.542
1.9309,31.0,1761.0,0.0,1.734
2.9271,6.0,1565.0,0.0,1.232
2.8289,15.0,851.0,0.0,1.175
2.7059,19.0,1248.0,0.0,1.598
2.5651,27.0,2311.0,0.0,1.714
3.375,9.0,525.0,0.0,1.653
4.125,32.0,691.0,0.0,1.759
2.1992,26.0,2589.0,0.0,1.708
3.775,23.0,407.0,0.0,1.774
3.7202,30.0,2651.0,0.0,1.821
2.6385,26.0,1702.0,0.0,1.802
2.6734,31.0,2338.0,0.0,1.585
3.415,52.0,2411.0,0.0,1.725
3.425,38.0,2415.0,0.0,1.656
3.3125,38.0,2284.0,0.0,1.591
2.5,34.0,2254.0,0.0,1.625
3.0824,33.0,1308.0,0.0,1.774
3.7147,32.0,2930.0,0.0,1.641
4.1,30.0,746.0,0.0,1.664
3.2037,33.0,2291.0,0.0,1.635
3.75,36.0,2471.0,0.0,1.705
4.0231,31.0,1205.0,0.0,1.392
2.9167,32.0,1562.0,0.0,1.584
3.2292,34.0,1759.0,0.0,1.606
3.425,28.0,1346.0,0.0,1.595
2.2105,19.0,1566.0,0.0,1.804
2.3783,18.0,1884.0,0.0,1.667
2.9926,25.0,4273.0,0.0,1.832
4.7639,26.0,2413.0,0.0,1.799
3.9659,26.0,1324.0,0.0,1.785
2.7535,24.0,2932.0,0.0,1.11
4.7679,25.0,808.0,0.0,1.731
3.0833,24.0,1435.0,0.0,1.517
3.75,32.0,660.0,0.0,1.59
4.6875,33.0,619.0,0.0,1.544
4.0769,32.0,728.0,0.0,1.639
1.5026,10.0,1823.0,0.0,1.518
3.1964,29.0,720.0,0.0,1.519
3.1691,16.0,1444.0,0.0,1.594
2.8077,31.0,1120.0,0.0,1.403
2.7632,16.0,1243.0,0.0,1.589
2.5224,19.0,2261.0,0.0,1.485
3.0083,25.0,1799.0,0.0,1.635
2.246,6.0,2992.0,0.0,1.833
2.6561,14.0,5526.0,0.0,1.444
2.6635,18.0,697.0,0.0,1.625
3.5972,39.0,275.0,0.0,1.58
1.5054,13.0,1632.0,0.0,1.375
0.971,12.0,2782.0,0.0,1.025
1.7019,26.0,411.0,0.0,3.5
3.4345,37.0,2988.0,0.0,2.355
1.7823,17.0,1768.0,0.0,2.053
4.5125,50.0,1344.0,0.0,1.954
2.8342,34.0,3004.0,0.0,1.872
3.6953,26.0,2678.0,0.0,1.768
3.7143,32.0,1893.0,0.0,1.63
3.8056,36.0,2656.0,0.0,1.772
3.1713,34.0,2753.0,0.0,1.701
3.5972,26.0,1813.0,0.0,1.875
6.9737,31.0,2549.0,0.0,2.888
3.3472,26.0,3141.0,0.0,2.374
4.1951,32.0,2342.0,0.0,1.95
3.9219,35.0,1799.0,0.0,1.896
4.8,34.0,1050.0,0.0,1.927
8.0784,52.0,2512.0,0.0,3.203
4.1071,37.0,4943.0,0.0,3.113
4.6111,39.0,4159.0,0.0,2.403
4.7083,34.0,3153.0,0.0,2.053
4.2798,14.0,1458.0,0.0,2.188
2.8828,26.0,2312.0,0.0,2.047
5.375,16.0,238.0,0.0,2.157
3.6806,22.0,378.0,0.0,2.194
4.0214,16.0,4367.0,0.0,1.395
4.5461,33.0,1866.0,0.0,2.138
4.3292,14.0,4412.0,0.0,2.065
4.0398,23.0,5928.0,0.0,2.331
3.5195,26.0,3350.0,0.0,2.491
4.3698,26.0,2110.0,0.0,2.296
4.9957,22.0,6433.0,0.0,2.964
4.6161,30.0,2910.0,0.0,2.365
2.8261,24.0,893.0,0.0,1.465
3.0958,25.0,2720.0,0.0,1.378
3.4152,34.0,2660.0,0.0,2.102
5.021,23.0,3498.0,0.0,2.522
5.2998,30.0,3569.0,0.0,2.472
3.5719,19.0,5471.0,0.0,2.528
3.3047,24.0,2696.0,0.0,2.169
3.0305,19.0,4022.0,0.0,1.406
4.7273,23.0,3056.0,0.0,2.342
3.8703,23.0,2542.0,0.0,1.37
4.7039,24.0,845.0,0.0,2.25
5.0162,27.0,1270.0,0.0,2.23
3.0382,23.0,6114.0,0.0,1.836
3.5387,20.0,5768.0,0.0,1.604
6.9014,27.0,2655.0,0.0,3.668
11.0546,25.0,2037.0,0.0,4.872
13.466,26.0,2893.0,0.0,5.00001
9.3845,26.0,2955.0,0.0,5.00001
5.3903,29.0,3058.0,0.0,2.866
6.5616,33.0,2890.0,0.0,2.902
3.7031,25.0,2365.0,0.0,2.278
8.5403,23.0,3596.0,0.0,4.513
6.9014,21.0,4349.0,0.0,4.39
11.4537,25.0,2260.0,0.0,5.00001
10.1714,6.0,9792.0,0.0,4.815
8.2653,4.0,8974.0,0.0,3.74
11.0124,19.0,3532.0,0.0,5.00001
7.0565,32.0,2308.0,0.0,3.246
4.1151,22.0,2956.0,0.0,2.032
4.275,26.0,4931.0,0.0,2.854
6.5308,27.0,3230.0,0.0,2.878
7.1882,27.0,2578.0,0.0,3.592
6.2944,33.0,2774.0,0.0,2.656
5.5654,32.0,2053.0,0.0,2.818
8.7496,29.0,5436.0,0.0,3.495
7.2392,31.0,4624.0,0.0,3.346
10.157,8.0,7326.0,0.0,4.771
8.3818,13.0,3759.0,0.0,3.776
3.6707,23.0,2775.0,0.0,2.314
4.0484,15.0,3207.0,0.0,1.656
4.8542,29.0,1454.0,0.0,2.181
4.1339,26.0,2641.0,0.0,2.223
5.8622,30.0,4713.0,0.0,2.21
3.8681,31.0,2016.0,0.0,1.96
5.3041,37.0,2733.0,0.0,2.357
2.9312,25.0,2070.0,0.0,2.201
2.378,34.0,2590.0,0.0,1.996
4.6125,26.0,2577.0,0.0,2.292
4.25,24.0,3817.0,0.0,2.48
3.75,23.0,3114.0,0.0,2.119
6.58,25.0,4977.0,0.0,3.185
5.7934,27.0,3589.0,0.0,2.705
5.4562,28.0,4485.0,0.0,2.747
12.2092,20.0,2819.0,0.0,5.00001
11.1228,17.0,2971.0,0.0,5.00001
8.3637,22.0,3173.0,0.0,5.00001
8.9257,19.0,3154.0,0.0,4.318
10.8111,22.0,2898.0,0.0,5.00001
9.9055,19.0,2556.0,0.0,4.569
5.7817,26.0,3259.0,0.0,2.676
3.6953,23.0,1100.0,0.0,1.5
2.8403,24.0,3550.0,0.0,2.256
5.4395,25.0,2662.0,0.0,2.44
5.4298,28.0,1972.0,0.0,2.342
6.0705,30.0,2260.0,0.0,2.367
3.4234,46.0,1846.0,0.0,2.0
3.6827,52.0,2102.0,0.0,2.368
3.1792,31.0,3523.0,0.0,1.464
3.8929,52.0,1963.0,0.0,2.11
3.3939,23.0,3187.0,0.0,2.121
3.125,25.0,2635.0,0.0,2.15
4.575,16.0,2186.0,0.0,2.25
2.4688,40.0,1251.0,0.0,2.364
3.8929,34.0,1883.0,0.0,1.875
2.6959,21.0,2713.0,0.0,1.788
4.3039,21.0,2487.0,0.0,1.685
4.7208,19.0,2813.0,0.0,1.735
3.7454,30.0,2022.0,0.0,1.86
3.5172,35.0,1683.0,0.0,1.904
4.105,42.0,1024.0,0.0,1.945
4.192,25.0,2546.0,0.0,2.199
5.1418,32.0,1484.0,0.0,1.903
2.8835,16.0,6352.0,0.0,1.938
3.3627,25.0,10336.0,0.0,1.979
6.6719,26.0,2095.0,0.0,2.717
3.0087,19.0,1725.0,0.0,1.594
5.1785,17.0,2830.0,0.0,2.473
5.6784,26.0,1904.0,0.0,2.324
5.3439,23.0,2377.0,0.0,2.271
4.5217,23.0,4388.0,0.0,2.194
2.8235,34.0,1793.0,0.0,1.531
4.9917,26.0,4186.0,0.0,2.481
4.0417,32.0,1766.0,0.0,2.345
3.825,34.0,1593.0,0.0,2.167
4.3269,40.0,1461.0,0.0,1.941
4.0324,26.0,5574.0,0.0,2.449
4.3661,35.0,1490.0,0.0,2.221
3.59,34.0,2004.0,0.0,2.306
6.6603,9.0,1682.0,0.0,2.309
4.7946,24.0,10281.0,0.0,2.512
5.0629,23.0,6157.0,0.0,2.326
3.5521,35.0,3315.0,0.0,1.828
5.6276,35.0,2984.0,0.0,2.008
3.8456,33.0,3065.0,0.0,2.118
4.8906,21.0,1591.0,0.0,1.791
6.0224,38.0,51.0,0.0,1.875
5.0605,24.0,1268.0,0.0,2.162
3.6761,18.0,3197.0,0.0,1.405
3.7604,15.0,3082.0,0.0,2.801
5.3812,10.0,3381.0,0.0,2.354
3.5893,26.0,1499.0,0.0,2.385
3.7303,31.0,3301.0,0.0,2.238
6.4685,22.0,3522.0,0.0,2.412
6.8407,25.0,1785.0,0.0,2.667
3.8631,17.0,2247.0,0.0,2.25
6.0488,26.0,1783.0,0.0,2.32
5.9397,26.0,2435.0,0.0,2.494
3.7772,26.0,3924.0,0.0,2.239
4.375,34.0,1127.0,0.0,2.247
6.1168,34.0,1410.0,0.0,2.139
5.1782,33.0,1526.0,0.0,2.25
4.325,31.0,3413.0,0.0,1.871
3.6,35.0,1756.0,0.0,1.935
3.875,18.0,2036.0,0.0,2.73
3.3375,32.0,1605.0,0.0,1.862
3.2303,13.0,1583.0,0.0,2.013
3.5329,31.0,2043.0,0.0,1.874
2.8021,33.0,1587.0,0.0,1.951
2.3173,25.0,1234.0,0.0,2.25
3.9286,25.0,1781.0,0.0,2.627
4.5,23.0,1678.0,0.0,2.373
4.0724,25.0,1928.0,0.0,2.314
4.5112,16.0,1545.0,0.0,1.39
5.1182,17.0,2395.0,0.0,2.492
4.2276,17.0,4678.0,0.0,2.541
4.9306,17.0,1131.0,0.0,1.585
2.3704,38.0,2082.0,0.0,1.661
4.6111,45.0,2019.0,0.0,2.23
3.2344,44.0,1231.0,0.0,1.701
2.7014,35.0,932.0,0.0,1.567
2.9583,35.0,1244.0,0.0,1.754
3.025,22.0,1178.0,0.0,1.8
2.6563,29.0,1570.0,0.0,1.625
1.9621,27.0,1962.0,0.0,1.181
3.3393,26.0,1888.0,0.0,1.686
2.9474,33.0,2489.0,0.0,1.784
3.875,31.0,2149.0,0.0,1.839
4.2019,25.0,1026.0,0.0,1.639
3.2188,36.0,2147.0,0.0,1.969
4.275,37.0,588.0,0.0,1.862
3.2301,23.0,2870.0,0.0,1.899
4.1325,13.0,6963.0,0.0,2.035
4.125,35.0,1175.0,0.0,1.892
4.0061,30.0,2513.0,0.0,1.829
4.8438,36.0,1951.0,0.0,1.857
3.4028,32.0,1378.0,0.0,1.837
3.75,19.0,1749.0,0.0,1.734
3.5455,34.0,1229.0,0.0,1.8
3.1884,25.0,4016.0,0.0,1.354
3.6214,28.0,604.0,0.0,1.821
4.765,23.0,2089.0,0.0,1.815
3.9539,33.0,2291.0,0.0,1.911
5.0747,35.0,984.0,0.0,1.896
5.1057,45.0,818.0,0.0,1.707
3.4583,31.0,2265.0,0.0,1.863
4.8667,34.0,874.0,0.0,1.868
5.25,35.0,793.0,0.0,1.902
4.2679,25.0,2471.0,0.0,1.917
2.8348,18.0,1063.0,0.0,2.19
4.9115,31.0,2982.0,0.0,2.555
3.2546,16.0,2035.0,0.0,1.875
4.6042,31.0,1252.0,0.0,2.207
3.3006,17.0,3506.0,0.0,1.858
3.2326,21.0,2253.0,0.0,2.047
4.0625,31.0,1960.0,0.0,2.259
2.5577,24.0,4639.0,0.0,2.023
2.4609,23.0,1086.0,0.0,2.196
3.9333,26.0,1718.0,0.0,1.961
2.2401,24.0,2578.0,0.0,2.125
4.5294,18.0,2947.0,0.0,2.248
3.2539,25.0,3434.0,0.0,1.99
3.1538,19.0,1991.0,0.0,2.521
5.2657,35.0,1484.0,0.0,1.914
4.1167,33.0,2342.0,0.0,2.155
3.2823,17.0,3419.0,0.0,2.285
4.9219,34.0,1038.0,0.0,2.0
5.5486,34.0,1290.0,0.0,2.181
6.213,32.0,1133.0,0.0,2.308
4.0185,22.0,3310.0,0.0,2.009
2.9891,26.0,2335.0,0.0,2.052
3.7655,26.0,4013.0,0.0,1.977
3.3831,30.0,2838.0,0.0,1.974
3.1315,18.0,2067.0,0.0,1.375
6.1001,29.0,1194.0,0.0,2.989
3.65,18.0,3418.0,0.0,1.714
3.25,20.0,812.0,0.0,3.5
4.9394,31.0,2421.0,0.0,2.178
3.8828,34.0,1347.0,0.0,2.154
3.4,27.0,1366.0,0.0,1.969
3.6875,29.0,2929.0,0.0,2.132
5.0599,35.0,1107.0,0.0,2.167
6.3214,34.0,982.0,0.0,2.208
3.8214,36.0,1380.0,0.0,2.109
2.4942,32.0,1792.0,0.0,1.863
4.3583,36.0,2360.0,0.0,1.872
2.3347,29.0,1422.0,0.0,2.081
5.0764,24.0,4735.0,0.0,2.286
3.0179,28.0,2444.0,0.0,1.988
3.2969,38.0,1316.0,0.0,2.2
2.5564,6.0,3136.0,0.0,1.713
3.375,30.0,1561.0,0.0,2.019
6.0531,34.0,2160.0,0.0,2.871
3.475,26.0,2811.0,0.0,2.825
2.2716,26.0,1156.0,0.0,3.5
2.8072,23.0,2459.0,0.0,1.647
1.119,9.0,1160.0,0.0,1.75
1.425,17.0,382.0,0.0,2.125
1.5903,16.0,919.0,0.0,1.654
3.125,25.0,1021.0,0.0,1.681
3.6607,47.0,504.0,0.0,1.606
3.0288,37.0,1039.0,0.0,1.614
5.0275,36.0,1072.0,0.0,1.793
3.6042,52.0,1514.0,0.0,1.664
2.5509,32.0,1855.0,0.0,1.708
2.4931,32.0,1187.0,0.0,1.669
4.5057,10.0,1548.0,0.0,1.524
2.9479,32.0,2696.0,0.0,1.846
2.3843,29.0,1444.0,0.0,1.829
2.5625,18.0,1181.0,0.0,1.531
3.7014,32.0,1408.0,0.0,1.796
4.8981,18.0,3291.0,0.0,1.663
5.6047,34.0,988.0,0.0,2.051
4.2731,34.0,3903.0,0.0,2.18
4.6696,17.0,1317.0,0.0,1.595
2.9231,21.0,1342.0,0.0,0.45
2.4833,22.0,2964.0,0.0,1.575
3.0789,23.0,1368.0,0.0,3.5
4.375,27.0,2176.0,0.0,2.125
4.2759,33.0,1891.0,0.0,2.38
3.256,25.0,1731.0,0.0,2.143
5.8461,34.0,1290.0,0.0,2.274
4.5714,26.0,1589.0,0.0,2.432
4.9429,28.0,2914.0,0.0,2.548
3.6771,24.0,4602.0,0.0,1.722
4.8611,29.0,1672.0,0.0,2.319
4.0735,35.0,1068.0,0.0,2.087
4.3269,35.0,1117.0,0.0,2.247
3.63,32.0,2856.0,0.0,1.834
